date,company,total_downloads,model_count,share_pct,avg_like_ratio,growth_7d_avg
2026-04-17,OpenAI,94934824,8,7.822,0.0005,-0.0002
2026-04-17,BAAI,59070940,5,4.8671,0.0001,0.1603
2026-04-17,Amazon,38861229,4,3.2019,0.0,-0.0657
2026-04-17,Hugging Face,28529071,3,2.3506,0.0,0.0886
2026-04-17,DeepSeek,13972516,2,1.1512,0.0018,0.1663
2026-04-16,Sentence Transformers,291046268,6,24.3155,0.0,0.047
2026-04-16,Community,286320981,34,23.9208,0.0001,-0.0008
2026-04-16,Alibaba,144013505,19,12.0316,0.0001,-0.0015
2026-04-16,Google,138171791,8,11.5436,0.0002,-0.0232
2026-04-16,Meta,102356314,11,8.5514,0.0003,0.014
2026-04-16,OpenAI,96016506,8,8.0217,0.0005,0.0185
2026-04-16,BAAI,57649880,5,4.8164,0.0001,0.1579
2026-04-16,Amazon,39149656,4,3.2708,0.0,-0.0447
2026-04-16,Hugging Face,28444036,3,2.3764,0.0,0.0804
2026-04-16,DeepSeek,13787137,2,1.1518,0.0018,0.1951
2026-04-15,Sentence Transformers,288032745,6,24.3522,0.0,0.029
2026-04-15,Community,287203426,35,24.2821,0.0001,-0.0086
2026-04-15,Google,136418787,7,11.5338,0.0001,-0.0025
2026-04-15,Alibaba,130295268,19,11.016,0.0001,-0.0033
2026-04-15,Meta,102106102,11,8.6327,0.0003,-0.0006
2026-04-15,OpenAI,100799647,8,8.5223,0.0005,0.0539
2026-04-15,BAAI,56380798,5,4.7668,0.0001,0.1493
2026-04-15,Amazon,39463997,4,3.3366,0.0,-0.0184
2026-04-15,Hugging Face,28474907,3,2.4075,0.0,0.0805
2026-04-15,DeepSeek,13601524,2,1.15,0.0019,
2026-04-14,Sentence Transformers,289370629,7,24.5848,0.0001,
2026-04-14,Community,285988653,35,24.2975,0.0001,
2026-04-14,Google,136628327,7,11.6079,0.0001,
2026-04-14,Alibaba,126017355,18,10.7064,0.0001,
2026-04-14,Meta,102333521,11,8.6942,0.0003,
2026-04-14,OpenAI,100325414,8,8.5236,0.0005,
2026-04-14,BAAI,55487541,5,4.7142,0.0001,
2026-04-14,Amazon,40456403,4,3.4372,0.0,
2026-04-14,Hugging Face,28080555,3,2.3857,0.0,
2026-04-14,DeepSeek,12340302,2,1.0484,0.0019,
2026-04-13,Community,290352761,36,24.7881,0.0001,
2026-04-13,Sentence Transformers,287374275,7,24.5338,0.0001,
2026-04-13,Google,136151984,7,11.6236,0.0001,
2026-04-13,Alibaba,125695629,18,10.7309,0.0001,
2026-04-13,OpenAI,99907321,8,8.5293,0.0005,
2026-04-13,Meta,98587513,10,8.4166,0.0002,
2026-04-13,BAAI,54684367,5,4.6685,0.0001,
2026-04-13,Amazon,40865178,4,3.4888,0.0,
2026-04-13,Hugging Face,27805238,3,2.3738,0.0,
2026-04-13,DeepSeek,9915326,2,0.8465,0.002,
2026-04-12,Community,291081099,36,24.998,0.0001,
2026-04-12,Sentence Transformers,285328317,7,24.504,0.0001,
2026-04-12,Google,139206863,8,11.9551,0.0001,
2026-04-12,Alibaba,122133348,17,10.4888,0.0001,
2026-04-12,Meta,101446276,11,8.7122,0.0003,
2026-04-12,OpenAI,99968888,8,8.5853,0.0005,
2026-04-12,BAAI,53634468,5,4.6061,0.0001,
2026-04-12,Amazon,40668929,4,3.4926,0.0,
2026-04-12,Hugging Face,27464528,3,2.3587,0.0,
2026-04-12,DeepSeek,3484277,1,0.2992,0.0038,
2026-04-11,Community,293455282,36,25.1241,0.0001,
2026-04-11,Sentence Transformers,284566970,7,24.3631,0.0001,
2026-04-11,Google,141597558,8,12.1228,0.0001,
2026-04-11,Alibaba,122015242,17,10.4463,0.0001,
2026-04-11,Meta,101758307,11,8.712,0.0003,
2026-04-11,OpenAI,101120861,8,8.6574,0.0005,
2026-04-11,BAAI,52647490,5,4.5074,0.0001,
2026-04-11,Amazon,40434878,4,3.4618,0.0,
2026-04-11,Hugging Face,26966748,3,2.3087,0.0,
2026-04-11,DeepSeek,3461943,1,0.2964,0.0038,
2026-04-10,Community,291495800,36,25.1568,0.0001,
2026-04-10,Sentence Transformers,281701240,7,24.3115,0.0001,
2026-04-10,Google,141817029,8,12.2392,0.0001,
2026-04-10,Alibaba,124561078,18,10.7499,0.0001,
2026-04-10,OpenAI,99610785,8,8.5967,0.0005,
2026-04-10,Meta,98154996,10,8.471,0.0002,
2026-04-10,BAAI,51141996,5,4.4137,0.0001,
2026-04-10,Amazon,40136641,4,3.4639,0.0,
2026-04-10,Hugging Face,26752637,3,2.3088,0.0,
2026-04-10,DeepSeek,3341628,1,0.2884,0.0039,
2026-04-09,Community,288185009,35,24.9553,0.0001,
2026-04-09,Sentence Transformers,280896380,7,24.3242,0.0001,
2026-04-09,Google,142472915,8,12.3374,0.0001,
2026-04-09,Alibaba,127659341,19,11.0546,0.0002,
2026-04-09,OpenAI,98074537,8,8.4928,0.0005,
2026-04-09,Meta,97774100,10,8.4667,0.0002,
2026-04-09,BAAI,50103061,5,4.3387,0.0001,
2026-04-09,Amazon,39720546,4,3.4396,0.0,
2026-04-09,Hugging Face,26729210,3,2.3146,0.0,
2026-04-09,DeepSeek,3187961,1,0.2761,0.0041,
2026-04-08,Community,294830787,36,25.4666,0.0001,
2026-04-08,Sentence Transformers,281385497,7,24.3053,0.0,
2026-04-08,Google,143243918,8,12.373,0.0001,
2026-04-08,Alibaba,128068728,19,11.0622,0.0002,
2026-04-08,Meta,98543125,10,8.5119,0.0002,
2026-04-08,OpenAI,96458346,8,8.3318,0.0005,
2026-04-08,BAAI,49337135,5,4.2616,0.0001,
2026-04-08,Amazon,39151108,4,3.3818,0.0,
2026-04-08,Hugging Face,26694759,3,2.3058,0.0,
